2022-01-01,Z304LAPM,351
2022-01-02,Z304LAPM,350
2022-01-03,Z304LAPM,349
2022-01-04,Z304LAPM,348
2022-01-05,Z304LAPM,347
2022-01-06,Z304LAPM,346
2022-01-07,Z304LAPM,345
2022-01-08,Z304LAPM,344
2022-01-09,Z304LAPM,343
2022-01-10,Z304LAPM,342
2022-01-11,Z304LAPM,341
2022-01-12,Z304LAPM,340
2022-01-13,Z304LAPM,339
2022-01-14,Z304LAPM,338
2022-01-15,Z304LAPM,337
2022-01-16,Z304LAPM,336
2022-01-17,Z304LAPM,335
2022-01-18,Z304LAPM,334
2022-01-19,Z304LAPM,333
2022-01-20,Z304LAPM,332
2022-01-21,Z304LAPM,331
2022-01-22,Z304LAPM,330
2022-01-23,Z304LAPM,329
2022-01-25,Z304LAPM,328
2022-01-26,Z304LAPM,327
2022-01-27,Z304LAPM,326
2022-01-28,Z304LAPM,325
2022-01-29,Z304LAPM,324
2022-01-30,Z304LAPM,323
2022-01-31,Z304LAPM,322
2022-02-01,Z304LAPM,321
2022-02-02,Z304LAPM,320
2022-02-03,Z304LAPM,319
2022-02-04,Z304LAPM,318
2022-02-05,Z304LAPM,317
2022-02-06,Z304LAPM,316
2022-02-07,Z304LAPM,315
2022-02-08,Z304LAPM,314
2022-02-09,Z304LAPM,313
2022-02-10,Z304LAPM,312
2022-02-11,Z304LAPM,311
2022-02-12,Z304LAPM,310
2022-02-13,Z304LAPM,309
2022-02-14,Z304LAPM,308
2022-02-15,Z304LAPM,307
2022-02-16,Z304LAPM,306
2022-02-17,Z304LAPM,305
2022-02-18,Z304LAPM,304
2022-02-19,Z304LAPM,303
2022-02-20,Z304LAPM,302
2022-02-21,Z304LAPM,301
2022-02-22,Z304LAPM,300
2022-02-23,Z304LAPM,299
2022-02-24,Z304LAPM,298
2022-02-25,Z304LAPM,297
2022-02-26,Z304LAPM,296
2022-02-27,Z304LAPM,295
2022-02-28,Z304LAPM,294
2022-03-01,Z304LAPM,293
2022-03-02,Z304LAPM,292
2022-03-03,Z304LAPM,291
2022-03-04,Z304LAPM,290
2022-03-05,Z304LAPM,289
2022-03-06,Z304LAPM,288
2022-03-07,Z304LAPM,287
2022-03-08,Z304LAPM,286
2022-03-09,Z304LAPM,285
2022-03-10,Z304LAPM,284
2022-03-11,Z304LAPM,283
2022-03-12,Z304LAPM,282
2022-03-13,Z304LAPM,281
2022-03-14,Z304LAPM,280
2022-03-15,Z304LAPM,279
2022-03-16,Z304LAPM,278
2022-03-17,Z304LAPM,277
2022-03-18,Z304LAPM,276
2022-03-19,Z304LAPM,275
2022-03-20,Z304LAPM,274
2022-03-21,Z304LAPM,273
2022-03-22,Z304LAPM,272
2022-03-23,Z304LAPM,271
2022-03-24,Z304LAPM,270
2022-03-25,Z304LAPM,269
2022-03-26,Z304LAPM,268
2022-03-27,Z304LAPM,267
2022-03-28,Z304LAPM,266
2022-03-29,Z304LAPM,265
2022-03-30,Z304LAPM,264
2022-03-31,Z304LAPM,263
2022-04-01,Z304LAPM,262
2022-04-02,Z304LAPM,261
2022-04-03,Z304LAPM,260
2022-04-04,Z304LAPM,259
2022-04-05,Z304LAPM,258
2022-04-06,Z304LAPM,257
2022-04-07,Z304LAPM,256
2022-04-08,Z304LAPM,255
2022-04-09,Z304LAPM,254
2022-04-10,Z304LAPM,253
2022-04-11,Z304LAPM,252
2022-04-12,Z304LAPM,251
2022-04-13,Z304LAPM,250
2022-04-14,Z304LAPM,249
2022-04-15,Z304LAPM,248
2022-04-16,Z304LAPM,247
2022-04-17,Z304LAPM,246
2022-04-18,Z304LAPM,245
2022-04-19,Z304LAPM,244
2022-04-20,Z304LAPM,243
2022-04-21,Z304LAPM,242
2022-04-22,Z304LAPM,241
2022-04-23,Z304LAPM,240
2022-04-24,Z304LAPM,239
2022-04-25,Z304LAPM,238
2022-04-26,Z304LAPM,237
2022-04-27,Z304LAPM,236
2022-04-28,Z304LAPM,235
2022-04-29,Z304LAPM,234
2022-04-30,Z304LAPM,233
2022-05-01,Z304LAPM,232
2022-05-02,Z304LAPM,231
2022-05-03,Z304LAPM,230
2022-05-04,Z304LAPM,229
2022-05-05,Z304LAPM,228
2022-05-06,Z304LAPM,227
2022-05-07,Z304LAPM,226
2022-05-08,Z304LAPM,225
2022-05-09,Z304LAPM,224
2022-05-10,Z304LAPM,223
2022-05-11,Z304LAPM,222
2022-05-12,Z304LAPM,221
2022-05-13,Z304LAPM,220
2022-05-14,Z304LAPM,219
2022-05-15,Z304LAPM,218
2022-05-16,Z304LAPM,217
2022-05-17,Z304LAPM,216
2022-05-18,Z304LAPM,215
2022-05-19,Z304LAPM,214
2022-05-20,Z304LAPM,213
2022-05-21,Z304LAPM,212
2022-05-22,Z304LAPM,211
2022-05-23,Z304LAPM,210
2022-05-24,Z304LAPM,209
2022-05-25,Z304LAPM,208
2022-05-26,Z304LAPM,207
2022-05-27,Z304LAPM,206
2022-05-28,Z304LAPM,205
2022-05-29,Z304LAPM,204
2022-05-30,Z304LAPM,203
2022-05-31,Z304LAPM,202
2022-06-01,Z304LAPM,201
2022-06-02,Z304LAPM,200
2022-06-03,Z304LAPM,199
2022-06-04,Z304LAPM,198
2022-06-05,Z304LAPM,197
2022-06-06,Z304LAPM,196
2022-06-07,Z304LAPM,195
2022-06-08,Z304LAPM,194
2022-06-09,Z304LAPM,193
2022-06-10,Z304LAPM,192
2022-06-11,Z304LAPM,191
2022-06-12,Z304LAPM,190
2022-06-13,Z304LAPM,189
2022-06-14,Z304LAPM,188
2022-06-15,Z304LAPM,187
2022-06-16,Z304LAPM,186
2022-06-17,Z304LAPM,185
2022-06-18,Z304LAPM,184
2022-06-19,Z304LAPM,183
2022-06-20,Z304LAPM,182
2022-06-21,Z304LAPM,181
2022-06-22,Z304LAPM,180
2022-06-23,Z304LAPM,179
2022-06-24,Z304LAPM,178
2022-06-25,Z304LAPM,177
2022-06-26,Z304LAPM,176
2022-06-27,Z304LAPM,175
2022-06-28,Z304LAPM,174
2022-06-29,Z304LAPM,173
2022-06-30,Z304LAPM,172
2022-07-01,Z304LAPM,171
2022-07-02,Z304LAPM,170
2022-07-03,Z304LAPM,169
2022-07-04,Z304LAPM,168
2022-07-05,Z304LAPM,167
2022-07-06,Z304LAPM,166
2022-07-07,Z304LAPM,165
2022-07-08,Z304LAPM,164
2022-07-09,Z304LAPM,163
2022-07-10,Z304LAPM,162
2022-07-11,Z304LAPM,161
2022-07-12,Z304LAPM,160
2022-07-13,Z304LAPM,159
2022-07-14,Z304LAPM,158
2022-07-15,Z304LAPM,157
2022-07-16,Z304LAPM,156
2022-07-17,Z304LAPM,155
2022-07-18,Z304LAPM,154
2022-07-19,Z304LAPM,153
2022-07-20,Z304LAPM,152
2022-07-21,Z304LAPM,151
2022-07-22,Z304LAPM,150
2022-07-23,Z304LAPM,149
2022-07-24,Z304LAPM,148
2022-07-25,Z304LAPM,147
2022-07-26,Z304LAPM,146
2022-07-27,Z304LAPM,145
2022-07-28,Z304LAPM,144
2022-07-29,Z304LAPM,143
2022-07-30,Z304LAPM,142
2022-07-31,Z304LAPM,141
2022-08-01,Z304LAPM,140
2022-08-02,Z304LAPM,139
2022-08-03,Z304LAPM,138
2022-08-04,Z304LAPM,137
2022-08-05,Z304LAPM,136
2022-08-06,Z304LAPM,135
2022-08-07,Z304LAPM,134
2022-08-08,Z304LAPM,133
2022-08-09,Z304LAPM,132
2022-08-10,Z304LAPM,131
2022-08-11,Z304LAPM,130
2022-08-12,Z304LAPM,129
2022-08-13,Z304LAPM,128
2022-08-14,Z304LAPM,127
2022-08-15,Z304LAPM,126
2022-08-16,Z304LAPM,125
