2022-01-01,Z302SYHK,83
2022-01-02,Z302SYHK,82
2022-01-03,Z302SYHK,81
2022-01-04,Z302SYHK,80
2022-01-05,Z302SYHK,79
2022-01-06,Z302SYHK,78
2022-01-07,Z302SYHK,77
2022-01-08,Z302SYHK,76
2022-01-09,Z302SYHK,75
2022-01-10,Z302SYHK,74
2022-01-11,Z302SYHK,73
2022-01-12,Z302SYHK,72
2022-01-13,Z302SYHK,71
2022-01-14,Z302SYHK,70
2022-01-15,Z302SYHK,69
2022-01-16,Z302SYHK,68
2022-01-17,Z302SYHK,67
2022-01-18,Z302SYHK,66
2022-01-19,Z302SYHK,65
2022-01-20,Z302SYHK,64
2022-01-21,Z302SYHK,63
2022-01-22,Z302SYHK,62
2022-01-23,Z302SYHK,61
2022-01-24,Z302SYHK,60
2022-01-25,Z302SYHK,59
2022-01-26,Z302SYHK,58
2022-01-27,Z302SYHK,57
2022-01-28,Z302SYHK,56
2022-01-29,Z302SYHK,55
2022-01-30,Z302SYHK,54
2022-01-31,Z302SYHK,53
2022-02-01,Z302SYHK,52
2022-02-02,Z302SYHK,51
2022-02-03,Z302SYHK,50
2022-02-04,Z302SYHK,49
2022-02-05,Z302SYHK,48
2022-02-06,Z302SYHK,47
2022-02-07,Z302SYHK,46
2022-02-08,Z302SYHK,45
2022-02-09,Z302SYHK,44
2022-02-10,Z302SYHK,43
2022-02-11,Z302SYHK,42
2022-02-12,Z302SYHK,41
2022-02-13,Z302SYHK,40
2022-02-14,Z302SYHK,39
2022-02-15,Z302SYHK,38
2022-02-16,Z302SYHK,37
2022-02-17,Z302SYHK,36
2022-02-18,Z302SYHK,35
2022-02-19,Z302SYHK,34
2022-02-20,Z302SYHK,33
2022-02-21,Z302SYHK,32
2022-02-22,Z302SYHK,31
2022-02-23,Z302SYHK,30
2022-02-24,Z302SYHK,29
2022-02-25,Z302SYHK,28
2022-02-26,Z302SYHK,27
2022-02-27,Z302SYHK,26
2022-02-28,Z302SYHK,25
2022-03-01,Z302SYHK,24
2022-03-02,Z302SYHK,23
2022-03-03,Z302SYHK,22
2022-03-04,Z302SYHK,21
2022-03-05,Z302SYHK,20
2022-03-06,Z302SYHK,19
2022-03-07,Z302SYHK,18
2022-03-08,Z302SYHK,17
2022-03-09,Z302SYHK,16
2022-03-10,Z302SYHK,15
2022-03-11,Z302SYHK,14
2022-03-12,Z302SYHK,13
2022-03-13,Z302SYHK,12
2022-03-14,Z302SYHK,11
2022-03-15,Z302SYHK,10
2022-03-16,Z302SYHK,9
2022-03-17,Z302SYHK,8
2022-03-18,Z302SYHK,7
2022-03-19,Z302SYHK,6
2022-03-20,Z302SYHK,5
2022-03-21,Z302SYHK,4
2022-03-22,Z302SYHK,3
2022-03-23,Z302SYHK,2
2022-03-24,Z302SYHK,1
2022-03-25,Z302SYHK,0
