2022-01-01,Z302AKBA,253
2022-01-02,Z302AKBA,252
2022-01-03,Z302AKBA,251
2022-01-04,Z302AKBA,250
2022-01-05,Z302AKBA,249
2022-01-06,Z302AKBA,248
2022-01-07,Z302AKBA,247
2022-01-08,Z302AKBA,246
2022-01-09,Z302AKBA,245
2022-01-10,Z302AKBA,244
2022-01-11,Z302AKBA,243
2022-01-12,Z302AKBA,242
2022-01-13,Z302AKBA,241
2022-01-14,Z302AKBA,240
2022-01-15,Z302AKBA,239
2022-01-16,Z302AKBA,238
2022-01-17,Z302AKBA,237
2022-01-18,Z302AKBA,236
2022-01-19,Z302AKBA,235
2022-01-20,Z302AKBA,234
2022-01-21,Z302AKBA,233
2022-01-22,Z302AKBA,232
2022-01-23,Z302AKBA,231
2022-01-24,Z302AKBA,230
2022-01-25,Z302AKBA,229
2022-01-26,Z302AKBA,228
2022-01-27,Z302AKBA,227
2022-01-28,Z302AKBA,226
2022-01-29,Z302AKBA,225
2022-01-30,Z302AKBA,224
2022-01-31,Z302AKBA,223
2022-02-01,Z302AKBA,222
2022-02-02,Z302AKBA,221
2022-02-03,Z302AKBA,220
2022-02-04,Z302AKBA,219
2022-02-05,Z302AKBA,218
2022-02-06,Z302AKBA,217
2022-02-07,Z302AKBA,216
2022-02-08,Z302AKBA,215
2022-02-09,Z302AKBA,214
2022-02-10,Z302AKBA,213
2022-02-11,Z302AKBA,212
2022-02-12,Z302AKBA,211
2022-02-13,Z302AKBA,210
2022-02-14,Z302AKBA,209
2022-02-15,Z302AKBA,208
2022-02-16,Z302AKBA,207
2022-02-17,Z302AKBA,206
2022-02-18,Z302AKBA,205
2022-02-19,Z302AKBA,204
2022-02-20,Z302AKBA,203
2022-02-21,Z302AKBA,202
2022-02-22,Z302AKBA,201
2022-02-23,Z302AKBA,200
2022-02-24,Z302AKBA,199
2022-02-25,Z302AKBA,198
2022-02-26,Z302AKBA,197
2022-02-27,Z302AKBA,196
2022-02-28,Z302AKBA,195
2022-03-01,Z302AKBA,194
2022-03-02,Z302AKBA,193
2022-03-03,Z302AKBA,192
2022-03-04,Z302AKBA,191
2022-03-05,Z302AKBA,190
2022-03-06,Z302AKBA,189
2022-03-07,Z302AKBA,188
2022-03-08,Z302AKBA,187
2022-03-09,Z302AKBA,186
2022-03-10,Z302AKBA,185
2022-03-11,Z302AKBA,184
2022-03-12,Z302AKBA,183
2022-03-13,Z302AKBA,182
2022-03-14,Z302AKBA,181
2022-03-15,Z302AKBA,180
2022-03-16,Z302AKBA,179
2022-03-17,Z302AKBA,178
2022-03-18,Z302AKBA,177
2022-03-19,Z302AKBA,176
2022-03-20,Z302AKBA,175
2022-03-21,Z302AKBA,174
2022-03-22,Z302AKBA,173
2022-03-23,Z302AKBA,172
2022-03-24,Z302AKBA,171
2022-03-25,Z302AKBA,170
2022-03-26,Z302AKBA,169
2022-03-27,Z302AKBA,168
2022-03-28,Z302AKBA,167
2022-03-29,Z302AKBA,166
2022-03-30,Z302AKBA,165
2022-03-31,Z302AKBA,164
2022-04-01,Z302AKBA,163
2022-04-02,Z302AKBA,162
2022-04-03,Z302AKBA,161
2022-04-04,Z302AKBA,160
2022-04-05,Z302AKBA,159
2022-04-06,Z302AKBA,158
2022-04-07,Z302AKBA,157
2022-04-08,Z302AKBA,156
2022-04-09,Z302AKBA,155
2022-04-10,Z302AKBA,154
2022-04-11,Z302AKBA,153
