2022-01-01,ZHZ634XF,0,157145888,5,0,251525799,15604,5,0,0,31,0,882,31,157145888,0,0,0,15475,74843018568,220968982546
2022-01-02,ZHZ634XF,0,233154968,5,0,255484327,15619,5,0,0,32,0,883,32,233154968,0,0,0,15491,74858179776,221273971410
2022-01-03,ZHZ634XF,0,100084400,5,0,258522445,15651,5,0,0,30,0,884,30,100084400,0,0,0,15522,74873801960,221613561458
2022-01-04,ZHZ634XF,0,11681040,5,0,259905048,15667,5,0,0,31,0,885,31,11681040,0,0,0,15538,74883633016,221759467674
2022-01-05,ZHZ634XF,0,93742192,5,0,265089681,15698,5,0,0,31,0,886,31,93742192,0,0,0,15569,74922755592,222046547042
2022-01-06,ZHZ634XF,0,68173800,5,0,266597528,15714,5,0,0,30,0,887,30,68173800,0,0,0,15584,74947249400,222240625650
2022-01-07,ZHZ634XF,0,203117784,5,0,269457983,15745,5,0,0,30,0,888,30,203117784,0,0,0,15615,75009452968,222557506738
2022-01-08,ZHZ634XF,0,135140184,5,0,270747430,15761,5,0,0,31,0,889,31,135140184,0,0,0,15631,75031976728,222711146658
2022-01-09,ZHZ634XF,0,18040888,5,0,276392846,15792,5,0,0,30,0,890,30,18040888,0,0,0,15662,75087832448,223026473810
2022-01-10,ZHZ634XF,0,82655936,5,0,278220227,15808,5,0,0,31,0,891,31,82655936,0,0,0,15678,75126400688,223296661434
2022-01-11,ZHZ634XF,0,52772752,5,0,284817831,15839,5,0,0,31,0,892,31,52772752,0,0,0,15709,75189291640,223692168706
2022-01-12,ZHZ634XF,0,150704368,5,0,291333503,15870,5,0,0,31,0,893,31,150704368,0,0,0,15740,75246179184,223977354618
2022-01-13,ZHZ634XF,0,108921064,5,0,292844256,15886,5,0,0,30,0,894,30,108921064,0,0,0,15756,75267582640,224158308850
2022-01-14,ZHZ634XF,0,45859536,5,0,296008614,15918,5,0,0,32,0,895,32,45859536,0,0,0,15787,75343477352,224507634066
2022-01-15,ZHZ634XF,0,6696808,5,0,297693882,15934,5,0,0,30,0,896,30,6696808,0,0,0,15803,75382204688,224673884882
2022-01-16,ZHZ634XF,0,70467904,5,0,304183811,15965,5,0,0,32,0,897,32,70467904,0,0,0,15835,75454128888,225154013282
2022-01-17,ZHZ634XF,0,63241544,5,0,306083609,15981,5,0,0,31,0,898,31,63241544,0,0,0,15850,75488556112,225356500354
2022-01-18,ZHZ634XF,0,8165256,5,0,311289783,16012,5,0,0,31,0,899,31,8165256,0,0,0,15882,75557159392,225721102074
2022-01-19,ZHZ634XF,0,176795496,5,0,313615048,16028,5,0,0,31,0,900,31,176795496,0,0,0,15897,75587995736,225858895970
2022-01-20,ZHZ634XF,0,172703192,5,0,317617574,16060,5,0,0,30,0,901,30,172703192,0,0,0,15929,75654264496,226276816418
2022-01-21,ZHZ634XF,0,158364408,5,0,319294493,16075,5,0,0,30,0,902,30,158364408,0,0,0,15944,75691151240,226469731730
2022-01-22,ZHZ634XF,0,73775832,5,0,322932602,16107,5,0,0,31,0,903,31,73775832,0,0,0,15976,75761084456,226803491530
2022-01-23,ZHZ634XF,0,113816040,5,0,324767491,16122,5,0,0,30,0,904,30,113816040,0,0,0,15991,75772670896,227076086108
2022-01-24,ZHZ634XF,0,942072,5,0,327811583,16154,5,0,0,31,0,905,31,942072,0,0,0,16023,75792765704,227431399668
2022-01-25,ZHZ634XF,0,10352640,5,0,329643867,16170,5,0,0,31,0,906,31,10352640,0,0,0,16038,75831860216,227645856356
2022-01-26,ZHZ634XF,0,58931960,5,0,335327332,16201,5,0,0,30,0,907,30,58931960,0,0,0,16069,75896253392,227874183604
2022-01-27,ZHZ634XF,0,102995480,5,0,337024344,16217,5,0,0,31,0,908,31,102995480,0,0,0,16085,75929723736,228128917572
2022-01-28,ZHZ634XF,0,90114016,5,0,340754600,16249,5,0,0,31,0,909,31,90114016,0,0,0,16117,76013541704,228520499796
2022-01-29,ZHZ634XF,0,83932936,5,0,342821856,16264,5,0,0,31,0,910,31,83932936,0,0,0,16133,76057847560,228714153532
2022-01-30,ZHZ634XF,0,157488368,5,0,349405718,16296,5,0,0,31,0,911,31,157488368,0,0,0,16164,76159854400,229173983740
2022-01-31,ZHZ634XF,0,237220552,5,0,353868220,16327,5,0,0,31,0,912,31,237220552,0,0,0,16195,76269358344,229632493252
2022-02-01,ZHZ634XF,0,183871912,5,0,356453504,16343,5,0,0,31,0,913,31,183871912,0,0,0,16211,76304807376,229787836316
2022-02-02,ZHZ634XF,0,114501440,5,0,361777350,16374,5,0,0,31,0,914,31,114501440,0,0,0,16242,76384258344,230127296508
2022-02-03,ZHZ634XF,0,111154176,5,0,363656931,16390,5,0,0,30,0,915,30,111154176,0,0,0,16258,76429650768,230322697492
2022-02-04,ZHZ634XF,0,91025224,5,0,367202103,16421,5,0,0,31,0,916,31,91025224,0,0,0,16289,76502939768,230717560996
2022-02-05,ZHZ634XF,0,57163896,5,0,369178529,16437,5,0,0,31,0,917,31,57163896,0,0,0,16305,76551816912,230878963564
2022-02-06,ZHZ634XF,0,99251392,5,0,375891455,16468,5,0,0,32,0,918,32,99251392,0,0,0,16336,76634518832,231326630700
2022-02-07,ZHZ634XF,0,116173480,5,0,378033053,16484,5,0,0,31,0,919,31,116173480,0,0,0,16352,76679931336,231542281124
2022-02-08,ZHZ634XF,0,84490792,5,0,383439557,16516,5,0,0,31,0,920,31,84490792,0,0,0,16383,76767053704,231911757620
2022-02-09,ZHZ634XF,0,18362024,5,0,386428294,16531,5,0,0,31,0,921,31,18362024,0,0,0,16399,76812709752,232044113476
2022-02-10,ZHZ634XF,0,36110392,5,0,389775988,16563,5,0,0,30,0,922,30,36110392,0,0,0,16430,76895561024,232467292180
2022-02-11,ZHZ634XF,0,8866960,5,0,393840670,16594,5,0,0,32,0,923,32,8866960,0,0,0,16461,76974016632,232849874732
2022-02-12,ZHZ634XF,0,63786584,5,0,398928137,16610,5,0,0,31,0,924,31,63786584,0,0,0,16477,77009917184,233113034636
2022-02-13,ZHZ634XF,0,142733128,5,0,405978753,16641,5,0,0,32,0,925,32,142733128,0,0,0,16508,77106125432,233584054604
2022-02-14,ZHZ634XF,0,198562248,5,0,408178607,16657,5,0,0,31,0,926,31,198562248,0,0,0,16524,77157086520,233833063268
2022-02-15,ZHZ634XF,0,145176096,5,0,414323043,16688,5,0,0,32,0,927,32,145176096,0,0,0,16555,77241714976,234183330244
2022-02-16,ZHZ634XF,0,91669904,5,0,416936200,16704,5,0,0,31,0,928,31,91669904,0,0,0,16571,77278350856,234337328844
2022-02-17,ZHZ634XF,0,133158800,5,0,419236900,16720,5,0,0,31,0,929,31,133158800,0,0,0,16586,77320955216,234580354220
2022-02-18,ZHZ634XF,0,102396304,5,0,422562886,16751,5,0,0,30,0,930,30,102396304,0,0,0,16618,77370891440,234987936876
2022-02-19,ZHZ634XF,0,88638400,5,0,424015042,16767,5,0,0,31,0,931,31,88638400,0,0,0,16633,77385687912,235203523268
2022-02-20,ZHZ634XF,0,54225888,5,0,429599638,16798,5,0,0,30,0,932,30,54225888,0,0,0,16665,77411056640,235632023716
