2022-01-01,Z305D66P,0,171062168,12,0,481361318,51067,12,0,0,0,0,0,34,1,3303,34,0,0,0,51049,60404783528,325035164347
2022-01-02,Z305D66P,0,224537976,12,0,483036070,51091,12,0,0,0,0,0,34,1,3303,34,0,0,0,51073,60416505576,325215630749
2022-01-03,Z305D66P,0,217223600,12,0,484386429,51115,12,0,0,0,0,0,33,1,3303,33,0,0,0,51097,60429137760,325285233810
2022-01-04,Z305D66P,0,30063440,12,0,485322307,51139,12,0,0,0,0,0,34,1,3303,34,0,0,0,51121,60445272064,325395700769
2022-01-05,Z305D66P,0,74372112,12,0,486697573,51163,12,0,0,0,0,0,33,1,3303,33,0,0,0,51145,60457352496,325568103410
2022-01-06,Z305D66P,0,86665128,12,0,488932166,51187,12,0,0,0,0,0,34,1,3303,34,0,0,0,51169,60470693152,325752089735
2022-01-07,Z305D66P,0,89410144,12,0,490897435,51210,12,0,0,0,0,0,34,1,3303,34,0,0,0,51192,60488854624,325988156700
2022-01-08,Z305D66P,0,95333120,12,0,493058029,51234,12,0,0,0,0,0,33,1,3303,33,0,0,0,51216,60503016440,326214477231
2022-01-09,Z305D66P,0,156112848,12,0,494394132,51258,12,0,0,0,0,0,33,1,3303,33,0,0,0,51240,60515984904,326357816575
2022-01-10,Z305D66P,0,230749416,12,0,496325732,51282,12,0,0,0,0,0,34,1,3303,34,0,0,0,51264,60527970304,326565845051
2022-01-11,Z305D66P,0,133418336,12,0,497521616,51306,12,0,0,0,0,0,34,1,3303,34,0,0,0,51288,60544459456,326748875113
2022-01-12,Z305D66P,0,103904504,12,0,498496850,51330,12,0,0,0,0,0,33,1,3303,33,0,0,0,51312,60559521248,326888000078
2022-01-13,Z305D66P,0,112172728,12,0,499780797,51353,12,0,0,0,0,0,34,1,3303,34,0,0,0,51335,60574078432,327128577063
2022-01-14,Z305D66P,0,11371336,12,0,502252242,51377,12,0,0,0,0,0,34,1,3303,34,0,0,0,51359,60587622624,327381367298
2022-01-15,Z305D66P,0,20107008,12,0,503639559,51401,12,0,0,0,0,0,34,1,3303,34,0,0,0,51383,60604486832,327593114930
2022-01-16,Z305D66P,0,15069640,12,0,504898615,51425,12,0,0,0,0,0,33,1,3303,33,0,0,0,51407,60619783104,327801163403
2022-01-17,Z305D66P,0,200955952,12,0,507088181,51460,12,0,0,0,0,0,34,1,3303,34,0,0,0,51442,60640578528,327993715687
2022-01-18,Z305D66P,0,97819448,12,0,508623640,51484,12,0,0,0,0,0,34,1,3303,34,0,0,0,51466,60655604112,328369582541
2022-01-19,Z305D66P,0,16878000,12,0,510188396,51508,12,0,0,0,0,0,34,1,3303,34,0,0,0,51490,60674905984,328648473296
2022-01-20,Z305D66P,0,13874448,12,0,511504256,51531,12,0,0,0,0,0,34,1,3303,34,0,0,0,51513,60695313200,328904339849
2022-01-21,Z305D66P,0,62955656,12,0,515051997,51555,12,0,0,0,0,0,34,1,3303,34,0,0,0,51537,60712209616,329222546204
2022-01-22,Z305D66P,0,61907624,12,0,516657833,51579,12,0,0,0,0,0,34,1,3303,34,0,0,0,51561,60726755216,329412620923
2022-01-23,Z305D66P,0,40965832,12,0,518115795,51603,12,0,0,0,0,0,34,1,3303,34,0,0,0,51585,60745668936,329520543312
2022-01-24,Z305D66P,0,154105512,12,0,519644789,51627,12,0,0,0,0,0,34,1,3303,34,0,0,0,51609,60771329208,329701114442
2022-01-25,Z305D66P,0,88697920,12,0,520692528,51650,12,0,0,0,0,0,34,1,3303,34,0,0,0,51633,60783651488,329913390872
2022-01-26,Z305D66P,0,130060624,12,0,521902210,51674,12,0,0,0,0,0,34,1,3303,34,0,0,0,51656,60799413448,330156496122
2022-01-27,Z305D66P,0,201880704,12,0,523042393,51698,12,0,0,0,0,0,34,1,3303,34,0,0,0,51680,60813116696,330405343151
2022-01-28,Z305D66P,0,84365968,12,0,525581752,51722,12,0,0,0,0,0,34,1,3303,34,0,0,0,51704,60828325080,330680298753
2022-01-29,Z305D66P,0,164015872,12,0,526857214,51746,12,0,0,0,0,0,35,1,3303,35,0,0,0,51728,60846351528,330914449762
2022-01-30,Z305D66P,0,119265208,12,0,528634450,51770,12,0,0,0,0,0,34,1,3303,34,0,0,0,51752,60863898392,331060932811
2022-01-31,Z305D66P,0,127358328,12,0,530049071,51794,12,0,0,0,0,0,35,1,3303,35,0,0,0,51776,60878414416,331260397503
2022-02-01,Z305D66P,0,240784040,12,0,531277656,51818,12,0,0,0,0,0,34,1,3303,34,0,0,0,51800,60894505672,331495428653
