2022-01-01,S300Z70B,0,56364968,6,0,97365374,58098,6,0,0,0,0,0,22,1,39580,22,0,0,0,57941,72693363400,340533428144
2022-01-02,S300Z70B,0,205201728,6,0,100471736,58122,6,0,0,0,0,0,21,1,39580,21,0,0,0,57965,72704454384,340818658438
2022-01-03,S300Z70B,0,191338880,6,0,103682065,58146,6,0,0,0,0,0,22,1,39580,22,0,0,0,57989,72720932864,341107094612
2022-01-04,S300Z70B,0,52876968,6,0,106792918,58170,6,0,0,0,0,0,20,1,39580,20,0,0,0,58012,72733987000,341382716260
2022-01-05,S300Z70B,0,55598984,6,0,110473357,58193,6,0,0,0,0,0,22,1,39580,22,0,0,0,58036,72746974800,341654959272
2022-01-06,S300Z70B,0,176721976,6,0,114307257,58217,6,0,0,0,0,0,20,1,39580,20,0,0,0,58060,72757190800,341925790371
2022-01-07,S300Z70B,0,50267680,6,0,118090963,58241,6,0,0,0,0,0,19,1,39580,19,0,0,0,58084,72764734912,342143484868
2022-01-08,S300Z70B,0,59189184,6,0,121145594,58265,6,0,0,0,0,0,20,1,39580,20,0,0,0,58108,72774914048,342224015556
2022-01-09,S300Z70B,0,235291744,6,0,124402802,58289,6,0,0,0,0,0,20,1,39580,20,0,0,0,58132,72783397712,342596306895
2022-01-10,S300Z70B,0,74101320,6,0,128048803,58313,6,0,0,0,0,0,20,1,39580,20,0,0,0,58155,72791909968,342940475293
2022-01-11,S300Z70B,0,211905368,6,0,131837847,58337,6,0,0,0,0,0,20,1,39580,20,0,0,0,58179,72799021104,343254852186
2022-01-12,S300Z70B,0,173532416,6,0,137917827,58372,6,0,0,0,0,0,22,1,39580,22,0,0,0,58215,72810666712,343640592187
2022-01-13,S300Z70B,0,110697096,6,0,139413947,58396,6,0,0,0,0,0,21,1,39580,21,0,0,0,58239,72820208392,343838650440
2022-01-14,S300Z70B,0,242259312,6,0,141534692,58420,6,0,0,0,0,0,22,1,39580,22,0,0,0,58263,72827188680,343918357783
2022-01-15,S300Z70B,0,175368088,6,0,144797524,58444,6,0,0,0,0,0,22,1,39580,22,0,0,0,58287,72838287944,344131161363
2022-01-16,S300Z70B,0,84660808,6,0,148500419,58468,6,0,0,0,0,0,22,1,39580,22,0,0,0,58311,72850099240,344344744447
2022-01-17,S300Z70B,0,147044400,6,0,151788119,58492,6,0,0,0,0,0,22,1,39580,22,0,0,0,58335,72859102528,344511093186
2022-01-18,S300Z70B,0,201072696,6,0,155451792,58516,6,0,0,0,0,0,22,1,39580,22,0,0,0,58359,72869766168,344706190205
2022-01-19,S300Z70B,0,74502152,6,0,158878277,58540,6,0,0,0,0,0,22,1,39580,22,0,0,0,58383,72889770648,344891250003
2022-01-20,S300Z70B,0,104190200,6,0,162697081,58564,6,0,0,0,0,0,22,1,39580,22,0,0,0,58407,72904854328,345107105814
2022-01-21,S300Z70B,0,182551976,6,0,165841872,58588,6,0,0,0,0,0,21,1,39580,21,0,0,0,58430,72919901376,345232810884
2022-01-22,S300Z70B,0,69793184,6,0,168521210,58612,6,0,0,0,0,0,21,1,39580,21,0,0,0,58454,72934058056,345328764687
2022-01-23,S300Z70B,0,84642696,6,0,171671103,58636,6,0,0,0,0,0,21,1,39580,21,0,0,0,58478,72951981560,345557833986
2022-01-24,S300Z70B,0,206191088,6,0,174948602,58659,6,0,0,0,0,0,21,1,39580,21,0,0,0,58502,72965275712,345812202526
2022-01-25,S300Z70B,0,201686496,6,0,178230197,58683,6,0,0,0,0,0,21,1,39580,21,0,0,0,58526,72977883880,346009990565
2022-01-26,S300Z70B,0,42093624,6,0,181798706,58707,6,0,0,0,0,0,22,1,39580,22,0,0,0,58550,72992886080,346253958300
2022-01-27,S300Z70B,0,174747968,6,0,184310701,58731,6,0,0,0,0,0,21,1,39580,21,0,0,0,58573,73006122624,346481313527
2022-01-28,S300Z70B,0,98520304,6,0,186163890,58754,6,0,0,0,0,0,21,1,39580,21,0,0,0,58597,73031544624,346568850094
2022-01-29,S300Z70B,0,176905360,6,0,188882158,58778,6,0,0,0,0,0,21,1,39580,21,0,0,0,58621,73048736104,346643392682
2022-01-30,S300Z70B,0,197822168,6,0,192280830,58802,6,0,0,0,0,0,22,1,39580,22,0,0,0,58645,73071158640,346823625942
2022-01-31,S300Z70B,0,132351632,6,0,196437177,58826,6,0,0,0,0,0,21,1,39580,21,0,0,0,58669,73087529528,347062290991
2022-02-01,S300Z70B,0,37817280,6,0,200320577,58850,6,0,0,0,0,0,22,1,39580,22,0,0,0,58692,73109264088,347388360873
2022-02-02,S300Z70B,0,98771984,6,0,204178731,58874,6,0,0,0,0,0,21,1,39580,21,0,0,0,58716,73130211192,347704317216
2022-02-03,S300Z70B,0,235023672,6,0,207908431,58897,6,0,0,0,0,0,22,1,39580,22,0,0,0,58740,73152847272,348131031206
2022-02-04,S300Z70B,0,12885960,6,0,211314019,58921,6,0,0,0,0,0,22,1,39580,22,0,0,0,58764,73175502544,348328447539
